comment,aspect,sentiments,clean_comment
"Thấy nhiều người khen nên ráng mò đến ăn, mặc dù khá xa nhà. Quán theo trường phái nhậu nhẹt nên hơi ồn và xô bồ. Không gian cũng rộng rãi có máy lạnh trên lầu. Tới order đúng 2 con cua, mỗi con 700gr làm cà ri với sốt me. Mình thì khoái sốt cà ri hơn, ăn béo ngậy thơm mùi cà ri đã gì đâu. Sốt me thì thấy hơi bị chua tí, ăn cũng được nhưng ăn nhiều thấy hơi gắt. Thịt cua chắc, gạch nhiều, giá cả cũng tạm được. 2 con cua hết gần 300k :v Nhân viên nhanh nhẹn nhưng đồ ăn ra hơi lâu, ngồi đợi hơn 15' chưa thấy luôn. Gửi xe free!","['LOCATION#GENERAL', 'AMBIENCE#GENERAL', 'FOOD#QUALITY', 'FOOD#PRICES', 'SERVICE#GENERAL', 'RESTAURANT#MISCELLANEOUS']","['negative', 'neutral', 'positive', 'neutral', 'neutral', 'positive']",thấy nhiều người khen nên ráng mò đến ăn mặc dù khá xa nhà quán theo trường phái nhậu nhẹt nên hơi ồn và xô bồ không gian cũng rộng rãi có máy lạnh trên lầu tới đặt hàg đúng 2 con cua mỗi con 700gr làm cà ri với sốt me mình thì khoái sốt cà ri hơn ăn béo ngậy thơm mùi cà ri đã gì đâu sốt me thì thấy hơi bị chua tí ăn cũng được nhưng ăn nhiều thấy hơi gắt thịt cua chắc gạch nhiều giá cả cũng tạm được 2 con cua hết gần 300k v v nhân viên nhanh nhẹn nhưng đồ ăn ra hơi lâu ngồi đợi hơn 15 chưa thấy luôn gửi xe free
Thấy phô mai là không kiềm lòng được rồi @@,['FOOD#QUALITY'],['positive'],thấy phô mai là không kiềm lòng được rồi
"Thấy quán gần nhà ghé thử. Cọng mì khá ngon. Kêu thập cẩm đầy đủ đồ ăn ( kim chi, bò, bò viên, tôm). Nhưng khi mang ra nhìn ko được đẹp mắt lắm. Cấp độ 2 cay vừa. Nhưng chỉ lúc đầu thôi. Do hơi nóng + độ cay. Nên cảm giác rất cay. Nhưng khi nguội thì độ cay giảm đi rất nhiều. P/s: tới quán này ăn nhớ phải thử trà sữa nhá. Trà sữa khá là ngon","['LOCATION#GENERAL', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'DRINKS#QUALITY']","['positive', 'positive', 'neutral', 'positive']",thấy quán gần nhà ghé thử cọng mì khá ngon kêu thập cẩm đầy đủ đồ ăn kim chi bò bò viên tôm nhưng khi mang ra nhìn không được đẹp mắt lắm cấp độ 2 cay vừa nhưng chỉ lúc đầu thôi do hơi nóng độ cay nên cảm giác rất cay nhưng khi nguội thì độ cay giảm đi rất nhiều sắp tới quán này ăn nhớ phải thử trà sữa nhá trà sữa khá là ngon
"Thấy quán này cũng khá mới, ở ngay góc ngã tư nên ấn tượng ngay vào mắt. Mình vào ăn thử combo T1 gồm có 2 cánh gà rán, kim chi, củ cải trắng, khoai tây chiên có vị phô mai và rong biển thì mình chọn phô mai. Các món ăn kèm thì mình không ấn tượng lắm, riêng miếng gà thì khá ngon, lớp bột mỏng mà giòn rụm, thịt thì vừa chín tới và mềm. Hôm nào sẽ dẫn bạn đi cùng mới được 😄","['LOCATION#GENERAL', 'FOOD#QUALITY', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive']",thấy quán này cũng khá mới ở ngay góc ngã tư nên ấn tượng ngay vào mắt mình vào ăn thử combo t1 gồm có 2 cánh gà rán kim chi củ cải trắng khoai tây chiên có vị phô mai và rong biển thì mình chọn phô mai các món ăn kèm thì mình không ấn tượng lắm riêng miếng gà thì khá ngon lớp bột mỏng mà giòn rụm thịt thì vừa chín tới và mềm hôm nào sẽ dẫn bạn đi cùng mới được
"Thấy quán này được khen nhiều nên tới thử. Nói chung thì: Tạm...- Không gian: Thoáng- Phục vụ: Dễ thương :3 Toàn trai xinh gái đẹp :)) Khoản này được nè :3- Nước lèo: Cũng ổn, có thể nói là đậm đà- Nhìn chung thì tô bún cũng được, đủ no. Huyết bữa này bị chín quá. Nhưng mà cái làm mình thất vọng nhất là cục Riêu =="" Không biết có phải do không hợp khẩu vị không nhưng mà mình thấy riêu nhiều thịt quá, ít cua. Mình toàn nghe mùi thịt, hơi khó chịu. Ăn hoài không thấy vị cua. Buồn. Mà cục riêu cũng nhỏ xíu à. Hơi cứng, ăn chán :(Chắc sẽ không ghé lại ahihi","['RESTAURANT#GENERAL', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['neutral', 'positive', 'positive', 'neutral', 'negative']",thấy quán này được khen nhiều nên tới thử nói chung thì tạm không gian thoáng phục vụ dễ thương 3 toàn trai xinh gái đẹp khoản này được nè 3 nước lèo cũng ổn có thể nói là đậm đà nhìn chung thì tô bún cũng được đủ no huyết bữa này bị chín quá nhưng mà cái làm mình thất vọng nhất là cục riêu không biết có phải do không hợp khẩu vị không nhưng mà mình thấy riêu nhiều thịt quá ít cua mình toàn nghe mùi thịt hơi khó chịu ăn hoài không thấy vị cua buồn mà cục riêu cũng nhỏ xíu và hơi cứng ăn chán chắc sẽ không ghé lại ha ha
"Thấy quán tên Ngọc Chinh vô kiếm Chinh rủ đi uống nước mía chơi cho mát. Vô ăn hết tô bánh canh cua, ăn thêm dĩa quẩy, tọng thêm ly nước sâm nữa mà đợi quài hổng thấy Chinh đâu hết, buồn quá xá buồn. Mà quán ngộ, có chút ét à mà chạy cái quạt hơi nước bự tổ chảng, mở nhạc không lời đồ nữa, ta nói giữa trưa chui vô nó phê dzì đâu luôn, phải chi gặp được Chinh nửa là ngon lành gòy.",['AMBIENCE#GENERAL'],['positive'],thấy quán tên ngọc chinh vô kiếm chinh rủ đi uống nước mía chơi cho mát vô ăn hết tô bánh canh cua ăn thêm dĩa quẩy uống thêm ly nước sâm nữa mà đợi quài hổng thấy chinh đâu hết buồn quá xá buồn mà quán ngộ có chút ét à mà chạy cái quạt hơi nước bự tổ chảng mở nhạc không lời đồ nữa ta nói giữa trưa chui vô nó phê đi đâu luôn phải chi gặp được chinh nửa là ngon lành gòy
"thấy share nhìu nên đi ăn thử ....qán lề đườg, gửi xe khá xa, nhìu lúc qán đôg khách nhân viên phục vụ ko kịp ..đa phần các món làm đều cay ...nước ở qán làm ko thích lắm, ko đc ngon ..","['AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'FOOD#QUALITY']","['neutral', 'neutral', 'negative']",thấy share nhiều nên đi ăn thử quán lề đường gửi xe khá xa nhiều lúc quán đông khách nhân viên phục vụ không kịp đa phần các món làm đều cay nước ở quán làm không thích lắm không được ngon
"Thề luôn là từ bé tới giờ chưa từng ăn cái bánh xèo nào ngộ đời như ở đây. Bánh gấp đôi lại thì to hơn lòng bàn tay 1 xíu, nhân chỉ mỗi 1 con tôm và giá, ngoài ra không có thịt hay gì hết, ăn kèm với rau mà hình như không phải loại rau hay ăn với bánh xèo, giá 6k/cái, ăn mà không ra thần hồn gì hết 😤😤 mà được cái trừ món này ra thì các món còn lại quán bán ngon, rẻ, giá từ 12-25k, có rất nhiều món ăn vặt. À thêm thái độ phục vụ nữa, không thể tệ hơn luôn. Đứng gọi món mà lựa lựa hơi lâu là nhăn mặt liền, mình hỏi wifi thì cũng nhăn mặt xong bảo: wifi yếu lắm chị ơi. Mình ăn ở quán cũng khá lâu rồi, từ lúc quán chưa đông khách, còn ngồi bằng bàn ghế nhựa, ăn bằng dĩa nhựa, tới tận bây giờ quán đã tu sửa đẹp hơn, đông khách hơn, mà cứ cảm thấy sao sao í chả thân thiện như ngày xưa. Nhưng mà lâu lâu vẫn sẽ ghé, như thói quen thôi 😉","['FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'FOOD#QUALITY', 'SERVICE#GENERAL', 'RESTAURANT#MISCELLANEOUS', 'AMBIENCE#GENERAL', 'RESTAURANT#GENERAL']","['neutral', 'positive', 'neutral', 'negative', 'negative', 'positive', 'positive']",thề luôn là từ bé tới giờ chưa từng ăn cái bánh xèo nào ngộ đời như ở đây bánh gấp đôi lại thì to hơn lòng bàn tay 1 xíu nhân chỉ mỗi 1 con tôm và giá ngoài ra không có thịt hay gì hết ăn kèm với rau mà hình như không phải loại rau hay ăn với bánh xèo giá 6k cái ăn mà không ra thần hồn gì hết mà được cái trừ món này ra thì các món còn lại quán bán ngon rẻ giá từ 12 25k có rất nhiều món ăn vặt và thêm thái độ phục vụ nữa không thể tệ hơn luôn đứng gọi món mà lựa lựa hơi lâu là nhăn mặt liền mình hỏi wifi thì cũng nhăn mặt xong bảo wifi yếu lắm chị ơi mình ăn ở quán cũng khá lâu rồi từ lúc quán chưa đông khách còn ngồi bằng bàn ghế nhựa ăn bằng dĩa nhựa tới tận bây giờ quán đã tu sửa đẹp hơn đông khách hơn mà cứ cảm thấy sao sao í chả thân thiện như ngày xưa nhưng mà lâu lâu vẫn sẽ ghé như thói quen thôi
thêm ảnh về quán ăn Hàn Quốc mà mình đang bị mê mẩn👍,['RESTAURANT#GENERAL'],['positive'],thêm ảnh về quán ăn hàn quốc mà mình đang bị mê mẩn
"Thèm bò né nghe mọi người giới thiệu quán này nên cũng ghé thử không gian quán khá thoáng mát ngồi ăn thoải mái lắm, bò né ngon, thịt mềm và thơm mỗi tội phần hơi bị ít một phần thập cẩm giá 39k theo mình thấy thì cũng hợp lý. Món ăn ngon nên có dịp còn ghé nữa.","['AMBIENCE#GENERAL', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'RESTAURANT#GENERAL']","['positive', 'positive', 'neutral', 'positive', 'positive']",thèm bò né nghe mọi người giới thiệu quán này nên cũng ghé thử không gian quán khá thoáng mát ngồi ăn thoải mái lắm bò né ngon thịt mềm và thơm mỗi tội phần hơi bị ít một phần thập cẩm giá 39k theo mình thấy thì cũng hợp lý món ăn ngon nên có dịp còn ghé nữa
"Thèm mì quảng quá, ai dắt tui đi ăn mì quảng đi tui iu sút đời nè hiu hiu :((",['FOOD#QUALITY'],['positive'],thèm mì quảng quá ai dắt tui đi ăn mì quảng đi tui yêu sút đời nè hiu hiu
"Thêm một quả ảnh Hương chụp cho. Mấy viên màu cam be bé xinh xinh ấy chính là xíu mại ạ. Nhưng xíu mại không phải là điểm nhấn nổi bật trong món này. Cái hay ho nhất của món này, theo mình đó là món này dù vừa có nước cốt dừa vừa có nước mắm nhưng ăn không bị ngán. Ngoài ra thì sợi bánh tằm ở đây vừa phải, không quá to nên cũng dễ thấm nước cốt nước mắm đều, ""lây"" được xíu phần thính của bì nữa.Bì ở đây có vẻ như được cắt bằng tay nên sợi bản to, ăn dai sựt, được rắc thêm thính ăn thơm lớm.Thịt khìa không khô, đúng như một số bạn trước từng review. Các nguyên liệu khác như đậu phộng, mỡ hành, rau thơm, giá đỗ đều góp phần làm cho món ăn thêm màu sắc và hương vị. Khiến món ăn càng đúng chất một món dân dã của miền Tây hơn hihi.","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",thêm một quả ảnh hương chụp cho mấy viên màu cam be bé xinh xinh ấy chính là xíu mại ạ nhưng xíu mại không phải là điểm nhấn nổi bật trong món này cái hay ho nhất của món này theo mình đó là món này dù vừa có nước cốt dừa vừa có nước mắm nhưng ăn không bị ngán ngoài ra thì sợi bánh tằm ở đây vừa phải không quá to nên cũng dễ thấm nước cốt nước mắm đều lây được xíu phần thính của bì nữa bì ở đây có vẻ như được cắt bằng tay nên sợi bản to ăn dai sựt được rắc thêm thính ăn thơm lớm thịt khìa không khô đúng như một số bạn trước từng review các nguyên liệu khác như đậu phộng mỡ hành rau thơm giá đỗ đều góp phần làm cho món ăn thêm màu sắc và hương vị khiến món ăn càng đúng chất một món dân dã của miền tây hơn tốt
Thèm thèm đi qua thấy mùi. Nhưng sợ chất lượng ko đảm bảo. Xin khéo xông vào tận nơi sản xuất mới tin. Sạch sẽ - Ngon. Làm theo kiểu vui tay chân nên ko nhiều. Ko mua nhanh là hết đó 😌😳😱😆😘,"['FOOD#QUALITY', 'RESTAURANT#GENERAL']","['positive', 'positive']",thấy thèm đi qua thấy mùi nhưng sợ chất lượng không đảm bảo xin khéo xông vào tận nơi sản xuất mới tin sạch sẽ ngon làm theo kiểu vui tay chân nên không nhiều không mua nhanh là hết đó
"Thèm thịt nướng mà giá rẻ, vào đây cũng tạm ổn. Một phần thịt ba rọi nướng cũng khá nhiều, thịt cháy cạnh ăn thơm, ba rọi ko quá nhiều mỡ, đỡ ngán. Rau cho ít lắm, mỗi lần xin cũng khó khăn nữa ~~. Sauce chấm ko đc ngon như mấy nhà hàng khác. Một set có kèm chén cơm vs canh nữa cho no luôn. Nhưng canh lại nguội ngắt :/ Panchan ko đặc sắc, kimchi ăn đc, xin thêm cũng khó khăn. Salad cải nồi già r nên ăn đắng quá. Nhân viên ở đây khó chịu quá, cứ như ko cần khách vậy.","['FOOD#PRICES', 'RESTAURANT#GENERAL', 'FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'SERVICE#GENERAL']","['positive', 'neutral', 'neutral', 'neutral', 'negative']",thèm thịt nướng mà giá rẻ vào đây cũng tạm ổn một phần thịt ba rọi nướng cũng khá nhiều thịt cháy cạnh ăn thơm ba rọi không quá nhiều mỡ đỡ ngán rau cho ít lắm mỗi lần xin cũng khó khăn nữa sauce chấm không được ngon như mấy nhà hàg khác một set có kèm chén cơm với canh nữa cho no luôn nhưng canh lại nguội ngắt panchan không đặc sắc kimchi ăn được xin thêm cũng khó khăn salad cải nồi già rồi nên ăn đắng quá nhân viên ở đây khó chịu quá cứ như không cần khách vậy
"theo cảm nhận ko biết fải do nằm trong phần combo khuyến mãi hay ko nhưng c thấy hơi thất vọng mỳ xào qá nhìu dầu, ăn rất ngấy ...bò ướp ăn toàn nghe mùi gia vị, rất đậm, ko nghe được mùi bò ji cả ..","['FOOD#PRICES', 'FOOD#QUALITY']","['positive', 'negative']",theo cảm nhận không biết phải do nằm trong phần combo khuyến mãi hay không nhưng chị thấy hơi thất vọng mỳ xào quá nhiều dầu ăn rất ngấy bò ướp ăn toàn nghe mùi gia vị rất đậm không nghe được mùi bò gì cả
"Theo đánh giá chung thì quán cũng khá ổn, ăn ngon – không gian sạch sẽ - phục vụ nhanh gọn – giá không quá rẻ nhưng so với chất lượng nhận được thì đáng đồng tiền.  Chỉ có khuyết điểm duy nhất là phải dậy sớm, hôm nào muốn ăn ở đây mà lỡ đến trễ là coi như phải chịu thèm vì hết thức ăn (khoảng 9h là quán đã hết cơm rồi).","['RESTAURANT#GENERAL', 'FOOD#QUALITY', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'RESTAURANT#PRICES', 'RESTAURANT#MISCELLANEOUS']","['positive', 'positive', 'positive', 'positive', 'neutral', 'negative']",theo đánh giá chung thì quán cũng khá ổn ăn ngon không gian sạch sẽ phục vụ nhanh gọn giá không quá rẻ nhưng so với chất lượng nhận được thì đáng đồng tiền chỉ có khuyết điểm duy nhất là phải dậy sớm hôm nào muốn ăn ở đây mà lỡ đến trễ là coi như phải chịu thèm vì hết thức ăn khoảng 9h là quán đã hết cơm rồi
"Theo mình biết thì Hoàng Ty là nơi đầu tiên bán chè khúc bạch. Lúc trước ăn ở đây viên khúc bạch vừa thơm vừa béo, hơi ngọt ngọt. Nhưng bây giờ sao không ngon bằng nữa, không biết ở chi nhạn khác như thế nào nhưng mình ăn ở Thành Thái thì thấy không ngon. Lúc trước mình hay ăn ở Võ Văn Tần thì thấy ngon, không biết bây giờ vẫn ngon không ^^",['FOOD#QUALITY'],['neutral'],theo mình biết thì hoàng ty là nơi đầu tiên bán chè khúc bạch lúc trước ăn ở đây viên khúc bạch vừa thơm vừa béo hơi ngọt ngọt nhưng bây giờ sao không ngon bằng nữa không biết ở chi nhánh khác như thế nào nhưng mình ăn ở thành thái thì thấy không ngon lúc trước mình hay ăn ở võ văn tần thì thấy ngon không biết bây giờ vẫn ngon không
"Theo mình thì chỗ này là 1 trong những chỗ bán chè khúc bạch đầu tiên ở SG. Từ đó mà rộ lên phong trào luôn 😀Hồi đó ghiền chè chỗ này tới nổi ngày nào cũng phải mua về ăn, phải nói là ngon nhất SG luôn :))Không lan man nữa . Cái vấn đề chính là sau 2 năm k ăn :)) Nay quay lại ăn và mong ăn được vị ngon như xưa . NHƯNG THẤT VỌNG TRÀN TRỀ :(( Vị nhạt , đào thì mềm quá mức ( chắc để lâu ) dở hơn các tiệm mình chê dở nữa :(( Khúc bạch truyền thống ăn không thấy vị béo và thơm nữa . Nhạt nhạt thế nào í . Quá thất vọng Khuyên luôn ai muốn vô tìm hương vị khúc bạch đệ nhất lúc xưa thì k nên vì chỉ thấy thất vọng như mình thôi 😪😪😪","['FOOD#QUALITY', 'RESTAURANT#GENERAL']","['negative', 'negative']",theo mình thì chỗ này là 1 trong những chỗ bán chè khúc bạch đầu tiên ở xài gòn từ đó mà rộ lên phong trào luôn hồi đó ghiền chè chỗ này tới nổi ngày nào cũng phải mua về ăn phải nói là ngon nhất xài gòn luôn không lan man nữa cái vấn đề chính là sau 2 năm không ăn nay quay lại ăn và mong ăn được vị ngon như xưa nhưng thất vọng tràn trề vị nhạt đào thì mềm quá mức chắc để lâu dở hơn các tiệm mình chê dở nữa khúc bạch truyền thống ăn không thấy vị béo và thơm nữa nhạt nhạt thế nào í quá thất vọng khuyên luôn ai muốn vô tìm hương vị khúc bạch đệ nhất lúc xưa thì không nên vì chỉ thấy thất vọng như mình thôi
Theo mk thì thấy tạm ổnNhân viên thì chu đáo r và rất ok,"['RESTAURANT#GENERAL', 'SERVICE#GENERAL']","['neutral', 'positive']",theo mình thì thấy tạm ổn nhân viên thì chu đáo rồi và rất ok
"Theo tui thì quán ngon nhứt là đậu 😂😂😂 Công nhận là ngon, nóng, co 2 loại, gọi luôn cả 2. Mình thấy loại kia ăn lạ miệng, nhưng mà cái truyền thống vẫn là số 1 😉😉😉 Còn lòng phèo thì làm sạch, ăn hơi ngấy nhưng gọi ăn thử cho biết xem sao. Bún lá ép chặt, ko rớt tá lả nhưng bên A Vừng, ăn đỡ cụt hứng. Nói túm lại là chỗ này ngon, giá thì ko rẻ cũng ko mắc quá.","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive']",theo tui thì quán ngon nhất là đậu công nhận là ngon nóng có 2 loại gọi luôn cả 2 mình thấy loại kia ăn lạ miệng nhưng mà cái truyền thống vẫn là số 1 còn lòng phèo thì làm sạch ăn hơi ngấy nhưng gọi ăn thử cho biết xem sao bún lá ép chặt không rớt tá lả nhưng bên anh vừng ăn đỡ cụt hứng nói tóm lại là chỗ này ngon giá thì không rẻ cũng không mắc quá
"thích ăn kiểu nướng trứng cút hơn nhưng ở đây chỉ có lựa chọn duy nhất là vậy à nên đành phải chọn, sò điệp hông tươi nên ăn hơi bị bở, bù lại mỡ hành và đậu phộng nhiều nên ăn vui miệng, tuy nhiên tính ra 5k/con là đau đớn lắm đó nha, mắc hơn ốc hương nữa là xaoooooo","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES']","['neutral', 'neutral', 'negative']",thích ăn kiểu nướng trứng cút hơn nhưng ở đây chỉ có lựa chọn duy nhất là vậy mà nên đành phải chọn sò điệp không tươi nên ăn hơi bị bở bù lại mỡ hành và đậu phộng nhiều nên ăn vui miệng tuy nhiên tính ra 5 con là đau đớn lắm đó nha mắc hơn ốc hương nữa là xaooooo
"Thích ăn ốc ở đây khi vào HCM, phục vụ siu kute :))","['RESTAURANT#GENERAL', 'SERVICE#GENERAL']","['positive', 'positive']",thích ăn ốc ở đây khi vào hẻm phục vụ siu kute
"thích ăn sasin q5 nhất, mì ngon ăn cấp 1 thôi cay muốn xé lưỡi, kimnbap cuộn chắc tay cơm k bị bỡ. nhân viên thân thiện nhiệt tình, bàn ghế rộng rãi muốn ngồi chỗ nào ngồi không bị ép bàn giống bên sasin bờ kè, nhân viên cũng tốt hơn rất nhiềuuuuu","['RESTAURANT#GENERAL', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'SERVICE#GENERAL', 'AMBIENCE#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive']",thích ăn sasin q5 nhất mì ngon ăn cấp 1 thôi cay muốn xé lưỡi kimbab cuộn chắc tay cơm không bị bỡ nhân viên thân thiện nhiệt tình bàn ghế rộng rãi muốn ngồi chỗ nào ngồi không bị ép bàn giống bên sasin bờ kè nhân viên cũng tốt hơn rất nhiều rồi
Thích bún bò huế vì sợi to ăn đã. Lâu lâu dậy sớm chứ qán này chỉ bán buổi sáng thôi,"['FOOD#QUALITY', 'RESTAURANT#MISCELLANEOUS']","['positive', 'neutral']",thích bún bò huế vì sợi to ăn đã lâu lâu dậy sớm chứ quán này chỉ bán buổi sáng thôi
"Thích các món thịt nướng, thịt cuộn nấm, bạch tuộc, tôm tươi cho nhiều và ngon, đồng giá có 39k. Bò nướng thịt mềm và thơm. Lẩu Thái, lẩu bò cũng hợp khẩu vị. Ăn nhóm dưới 100k/ng","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'positive']",thích các món thịt nướng thịt cuộn nấm bạch tuộc tôm tươi cho nhiều và ngon đồng giá có 39k bò nướng thịt mềm và thơm lẩu thái lẩu bò cũng hợp khẩu vị ăn nhóm dưới 100k
"Thích nhất phomai que ở đây 😋 ngon, được nhiều mà rẻ hơn ngoài hn nha 👏 đồ uống cũng khá ổn nhưng hơi nhiều đá lạnh. Không gian cũng ok.","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'DRINKS#QUALITY', 'DRINKS#STYLE&OPTIONS', 'SERVICE#GENERAL']","['positive', 'positive', 'positive', 'positive', 'neutral', 'positive']",thích nhất phomai que ở đây ngon được nhiều mà rẻ hơn ngoài hà nội đồ uống cũng khá ổn nhưng hơi nhiều đá lạnh không gian cũng ok
"Thích phô mai ở đây, khác biệt hơn so với titi. Phô mai béo ngon, ngon hơn nhiều, tảng bò hơi bị to luôn, thịt lại rất mềm nữa. Khoai ở đây là tự làm, ko phải mua siêu thị nên miếng khoai khá là to nha. Rau ăn kèm ok, giòn và tươi.2 người tầm 200k nhé.","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#PRICES']","['positive', 'positive', 'neutral']",thích phô mai ở đây khác biệt hơn so với tiệp phô mai béo ngon ngon hơn nhiều tảng bò hơi bị to luôn thịt lại rất mềm nữa khoai ở đây là tự làm không phải mua siêu thị nên miếng khoai khá là to nha rau ăn kèm ok giòn và tươi 2 người tầm 200k nhé
"Thích quán này, đồ ăn ngon và đa dạng, muốn ăn sạch cái menu luôn.Gà chiên nước mắm rất đậm đà, có thêm củ hành nữa, mình thích củ hành xào, có salad cà chua cho đỡ ngán nữa nha. Mì xào dòn 1 dĩa nhiều lắm, bao dòn.2 người tầm 100k là ứ hự.@Bon Hy","['RESTAURANT#GENERAL', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive', 'neutral']",thích quán này đồ ăn ngon và đa dạng muốn ăn sạch cái menu luôn gà chiên nước mắm rất đậm đà có thêm củ hành nữa mình thích củ hành xào có salad cà chua cho đỡ ngán nữa nha mì xào dòn 1 dĩa nhiều lắm bao đòn 2 người tầm 100k là cứ hự bon chen
Thích sushi này lắm nên khi đi lúc nào cũng phải kêu 4-5 thứ 😍😍😁👍,['FOOD#QUALITY'],['positive'],thích sushi này lắm nên khi đi lúc nào cũng phải kêu 4 5 thứ
"Thích tới chỗ này ăn lắm. Nhìn kế hotel 6* sang v thôi chứ giá ở đây cũng k mắc quá đâu mnguoi. View ngồi ngoai trời ngắm được PĐB nè, còn bạn nào thích kiểu giống pub bar thì vào trong classy lắm 👍🏻😚👌🏻 đồ ăn ở đây mấy món pasta ngon lắm, pizza cũg ok nhưng k = pizza 4p's nhe àh đặc biệt có món gà xiên nướng cực kì ngon có peanut sauce bao thơm luôn 🙆👍🏻💕🙌🏻","['RESTAURANT#GENERAL', 'RESTAURANT#PRICES', 'AMBIENCE#GENERAL', 'FOOD#QUALITY']","['positive', 'neutral', 'positive', 'positive']",thích tới chỗ này ăn lắm nhìn kế hotel 6 sao v v thôi chứ giá ở đây cũng không mắc quá đâu người view ngồi ngoài trời ngắm được ok nè còn bạn nào thích kiểu giống pub bar thì vào trong classy lắm đồ ăn ở đây mấy món pasta ngon lắm pizza cũng ok nhưng không pizza 4 sao nhé và đặc biệt có món gà xiên nướng cực kì ngon có peanut sauce bao thơm luôn
Thiệt ra là quán hiểu nhầm nên thôi ăn đại  chớ mình kêu lẩu bò thập cẩm,['SERVICE#GENERAL'],['negative'],thì ra là quán hiểu nhầm nên thôi ăn đại chớ mình kêu lẩu bò thập cẩm
