clean_comment,aspect,sentiments,VNESE_text_output
nước lèo bún rất thơm cơ mà chắc do mình ăn mắm thấy ngon nên không ngại chứ bạn nào sợ ăn mắm thì cẩn thận nghen mùi nó y như mùi lẩu mắm hay bún mắm vây đó,['FOOD#QUALITY'],['positive'],chất lượng đồ ăn tốt
nước lèo đậm đà thơm béo rất tuyệt thịt heo mỡ hơi nhiều nhưng rất ngon trứng luộc bên trong còn hơi lỏng rất ngon rau và bắp tươi ngọt và khá nhiều sợi mì dai một tô cho khá nhiều món này ngon tuyệt vời nhưng giá lại cao quá nhân viên pv rất tốt ăn nhỏ nhẹ dạ thưa đàng hoàng,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'SERVICE#GENERAL']","['positive', 'positive', 'negative', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và giá tiền món ăn tệ và phục vụ tốt
nước lèo khá lạ và ngon tuy nhiên mình thấy không hấp dẫn lắm quán sạch sẽ nhưng bí và rất nóng hôm mình tới quán không bật máy lạnh nên nóng rất nóng luôn chỉ ăn thử cho biết thôi chứ không có ý định ghé lại,"['FOOD#QUALITY', 'AMBIENCE#GENERAL', 'RESTAURANT#GENERAL']","['neutral', 'neutral', 'negative']",chất lượng đồ ăn tạm và không gian tạm và nhà hàng nói chung tệ
nước lèo ngon nấu thanh không bị gắt không bị quá sệt thịt cua tươi ăn không bị tanh cục chả cua siêu bự ăn ngon tôm thì được 2 con ăn ngọt tươi giò heo là giò khoang vừa có da vừa có gân ăn ngon lắm đặc biệt quán có nước chấm muối ớt xanh rất ngon không quá cay như một số chỗ khác tóm lại mình khẩu vị hơi kén chọn nhưng khá hài lòng với bánh canh ở đây,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và nhà hàng nói chung tốt
nước lèo tuyệt vời húp tới giọt cuối cùng luôn thịt bò ăn không bị ngán chút nào ăn chung với rau ăn kèm cho tí ớt vào chén mắm nêm thiệt là bá cháy bọ chét cho mát mình thấy ăn kèm với bún ngon hơn là ăn chung với mì gói,['FOOD#QUALITY'],['positive'],chất lượng đồ ăn tốt
nước mắm ở đây vừa miệng hợp khẩu vị của mình nên rất ưng cho thêm xíu ớt cay nữa là bảo ngon luôn rồi,['FOOD#QUALITY'],['positive'],chất lượng đồ ăn tốt
nước mì chua chua cay cay sợi mỳ dai dai đồ ăn cũng khá khá nói chung là ok lắm,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và nhà hàng nói chung tốt
nước mía miền tây 18k 1 ly quá trời topping luôn à v rau câu nà trái cây nà đậu phộng nà ăn ứ hự luôn hà lần đầu uống nước mía kiểu này thấy lạ ghê 3 nước mía thơm và không bị ngọt gắt pha vừa uống rùi,"['DRINKS#PRICES', 'DRINKS#STYLE&OPTIONS', 'DRINKS#QUALITY']","['neutral', 'positive', 'positive']",giá tiền đồ uống tạm và lựa chọn đồ uống tốt và chất lượng đồ uống tốt
nước ngọt ngon ốc nhiều vô đối mỗi lần ăn là phải chén hết sạch cả nước,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt
nước ngọt và xương rất to một bát rất vừa đủ no cho 3 bữa,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt
nước phở ở đây khá ngon không nước mắm hay mì chính mình thấy khá chuẩn điểm trừ 1 tẹo là thịt tái trần hơi kĩ hình thức bát phở trình bày lúc bưng ra hơi lộn xộn còn đâu thịt với bánh phở khá ngon,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'negative']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tệ
nước phở ở đây trong khá đậm đà thịt không nhiều lắm nhưng nói chung ăn cũng ok nhân viên ở đây có vẻ hơi lừ đừ không gian rộng khá mát khách ở đây không đông cho lắm một tô phở giá khoảng 70k trung bình 2 bạn ăn chỉ khoảng 140k nhé credit,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'SERVICE#GENERAL', 'AMBIENCE#GENERAL', 'RESTAURANT#GENERAL', 'FOOD#PRICES']","['positive', 'neutral', 'negative', 'positive', 'neutral', 'neutral']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tạm và phục vụ tệ và không gian tốt và nhà hàng nói chung tạm và giá tiền món ăn tạm
nước sốt ở đây hơi nhạt so với mình nhưng thêm tương ớt vào thì vừa miệng 1 suất đầy đủ no bụng tối làm 1 chảo thế này về là ngủ ngon luôn ạ,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt
nước sốt và pate khá ổn quán rộng rãi có wifi điều chạy phè phè rổ giá ok 28k1 chảo đồ uống loanh quanh 8 10k,"['FOOD#QUALITY', 'AMBIENCE#GENERAL', 'RESTAURANT#MISCELLANEOUS', 'FOOD#PRICES', 'DRINKS#PRICES']","['positive', 'positive', 'positive', 'positive', 'positive']",chất lượng đồ ăn tốt và không gian tốt và vấn đề khác tốt và giá tiền món ăn tốt và giá tiền đồ uống tốt
nước sốt vừa miệng xá xíu là quán tự làm nên đem ra nóng hổi hay trà đào hơi lạc nhưng cũng ok cho điểm 9 kk,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'DRINKS#QUALITY', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và chất lượng đồ uống tốt và nhà hàng nói chung tốt
nước súp nóng hổi thanh vị cá thơm sữa nguyên liệu đi kèm là cá chẽm nấu và vài lát cá chẽm chiên giòn có rau và cà chua món lạ và ngon miệng dinh dưỡng khỏi bàn nhé,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt
nước trà sữa cũng như những chỗ khác không có gì đặc biệt tốt tôi uống cảm thấy sao nói vậy thôi,['DRINKS#QUALITY'],['neutral'],chất lượng đồ uống tạm
nước trái cây dành cho trẻ em được người tình lý tưởng giấu mặt giấu tên tóc xoăn vừa mập vừa lùn gặp một lần rồi thôi mua cho uống cũng được đầy mùi hóa học như nước và hương liệu trên bao bì có ghi vitamin anh bà chị gì đó với bao bì dễ thương tưởng cho con nít heo thì nên uống ai ngờ thiết kế miệng chai ý như chai nước rửa chén lũ cầm chai mút mút gặm gặm một hồi khó uống và có cảm giác như đang uống 1 chai nước rửa chén đích thực không biết bọn con nít nó uống sao chứ mình mở cái nắp chai vớ vẩn ấy ra và uống 1 lần luôn,"['DRINKS#QUALITY', 'DRINKS#STYLE&OPTIONS']","['negative', 'negative']",chất lượng đồ uống tệ và lựa chọn đồ uống tệ
nước trong nhưng không đậm đà lắm phục vụ nhanh mực tươi và nhiều có phần chú thích các tác dụng của mực khá thú vị,"['FOOD#QUALITY', 'SERVICE#GENERAL', 'FOOD#STYLE&OPTIONS']","['neutral', 'positive', 'positive']",chất lượng đồ ăn tạm và phục vụ tốt và lựa chọn đồ ăn tốt
nướng kiểu này lạ đỡ độc và cháy như nướng trực tiếp với than đi kèm theo rau sống và bún để cuốn từ 30 60 đĩa,"['FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'neutral']",lựa chọn đồ ăn tốt và giá tiền món ăn tạm
nướng ở đây ngon và rẻ đầy đặn mình ăn ở đây 5 mạng gọi 6 đĩa bò nầm dạ dày ba chỉ sụn mực 2 chai rượu lai rai hết có 550k lẩu ở đây có lẩu ếch lẩu thái riêu cua sườn sụn giá 250 3001 nồi 4 người ăn rất đầy đặn thêm tí bia hoặc rượu nữa cũng chỉ tầm hết 450k thôi do quán ở gần đê sông hồng nên khá vắng do ít người khai quật khám phá nên mới thấy ăn ở đây khá rẻ phục vụ chu đáo nữa,"['FOOD#QUALITY', 'FOOD#PRICES', 'FOOD#STYLE&OPTIONS', 'LOCATION#GENERAL', 'RESTAURANT#PRICES', 'SERVICE#GENERAL']","['positive', 'positive', 'positive', 'negative', 'positive', 'positive']",chất lượng đồ ăn tốt và giá tiền món ăn tốt và lựa chọn đồ ăn tốt và địa chỉ tệ và giá cả nhà hàng tốt và phục vụ tốt
ở đây bún đậu tính theo đầu người nha ngon nhất là chả cốm không được trong mẹt mà đựng trong dĩa còn bàn ghế tre dân dã nên khá thích ở đây xài thịt ba rọi hơi chán bún lá ép chặt cho nhiều rau hơi ít không biết xin thêm có tính tiền không còn chả cốm siêu ngon rồi 2 người tầm 150k là đủ phương phạm,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'FOOD#PRICES']","['neutral', 'positive', 'positive', 'neutral']",chất lượng đồ ăn tạm và lựa chọn đồ ăn tốt và không gian tốt và giá tiền món ăn tạm
ở có món đặc biệt là heo tộc bảy món mình thấy lạ nên gọi thử lúc mang ra một mẹt to đùng đủ thứ món luôn phần heo tộc gồm cháo đậu xanh nấu nhừ đặc sánh xôi nếp nướng dẻo thơm nhưng hơi khô thịt heo nướng ngon ướp đậm lòng dồi nhiều chất lượng thịt hấp không quá mỡ ngon ăn không sợ ngán đặc biệt tô canh xương nấu măng nước dùng ninh trong đậm đà xương heo ngon tiếc là nhựa mân mình ăn không được cho lắm nhưng mấy đứa bạn mình bảo vị cũng ok lắm,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt
ở đây bán nhiều loại bánh như bánh ram ít bánh bèo chén bánh nậm bánh bột lọc vì mình thèm nhiều thứ nên gọi 1 đĩa thập cẩm ăn khá vừa miệng giá cả hợp lí đồng giá 20k hết nhấm ăn nhẹ vừa bụng là ok luôn mình thích kiểu bánh bèo có tôm khô ở trên hơn là sốt nhân sốt nhân hơi bị ngấy ở trên có tóp mỡ nữa ăn rất thích tốt phục vụ nhanh địa chỉ 131 cô bắc q1 nằm ngay góc của 1 ngã tư nhỏ,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES', 'SERVICE#GENERAL', 'LOCATION#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive']",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt và giá tiền món ăn tốt và phục vụ tốt và địa chỉ tốt
ở đây bán rất lâu rồi nhưng hương vị ít thay đổi nước lèo béo béo vừa ăn thịt mềm bánh phở và miếng không bị bở ăn không ngán rau tươi sạch vào gọi tô phở tái nạm cùng tô miếng gà cho nhỏ em cùng 2 chén trứng cảm giác thật tuyệt vời rất ngon ăn căng cả bụng giá tất cả 90k khá rẻ nhân viên phục vụ nhanh nhẹn có bảo vệ giữ xe khá nhiệt tình dắt xe ra vào dùm khách,"['RESTAURANT#GENERAL', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'SERVICE#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive']",nhà hàng nói chung tốt và chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và giá tiền món ăn tốt và phục vụ tốt
ở đây bò rất ngon không ăn uổng lắm nha mình gọi bò mexico thấy nó cũng giống với bò satê mà thôi gọi mexico vẫn thấy ngon hơn không cay lắm đâu nha ăn kèm với rau muống hoặc đậu bắp nướng luôn mình tự nướng ăn ngon hơn nướng bếp ga không sợ khói bay mịt mù lẩu rẻ ăn tạm 2 người ở đây tầm 200k trở lên giá hơi tăng nhưng vẫn rẻ,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và giá tiền món ăn tốt
ở đây bún mọc bao ngon nồi nước lèo thanh có thịt bằm thịt heo nấu mềm các loại chả thì dai dai đậm vị ở quận 1 nhưng giá cũng ok lắm tô này là tô lớn đầy đủ giá 55k quán hơi nhỏ lại đông nên hơi nóng dù đông thế nhưng phục vụ rất nhanh vừa kêu đã có ngay ăn rồi vẫn còn thấy thèm t t,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'LOCATION#GENERAL', 'FOOD#PRICES', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL']","['positive', 'positive', 'positive', 'positive', 'neutral', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và địa chỉ tốt và giá tiền món ăn tốt và không gian tạm và phục vụ tốt
ở đây chuyên về bò ngon nhất mình thấy là bò né gọi 1 phần thập cẩm mang ra khá là hấp dẫn thịt bò cắt lát xào với củ hành có xíu mại nhưng không ngon lắm khoai tây hơi ít chút quán này sạch sẽ dù món này vốn dĩ dầu mỡ 2 người tầm 120k nha julie kiều,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'RESTAURANT#PRICES']","['positive', 'neutral', 'positive', 'neutral']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tạm và không gian tốt và giá cả nhà hàng tạm
ở đây có 3 loại mì hải sản 39k mì bò 39k và mì larva 49k nên gọi đặt bàn trước để khỏi mất công chờ sốt ruột mì larva là mì thập cẩm có cả hàn và bò có cá viên tôm mực trứng xúc xích bò bonus cả 1 miếng bông cải bé bé xinh xinh nói chung là mì cũng ngon mà gọi cấp độ 4 ăn mấy miếng là mắt rưng rưng nước rồi ăn được nửa tô thì chảy nước mũi luôn hơi chán 1 tí là miếng mực không tươi ăn kì lắm,"['FOOD#PRICES', 'FOOD#QUALITY']","['neutral', 'neutral']",giá tiền món ăn tạm và chất lượng đồ ăn tạm
ở đây có bánh bột lọc giống hồi nhỏ mình hay ăn nè bị ghiền món này bánh bột lọc không quá to bột bánh dai dù không trong nhưng rất ngon con tôm bên trong nhỏ hình như có rim qua ăn thơm và thích lắm ở đây có bánh canh cũng ngon 2 người tầm 80k là ổn,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và giá tiền món ăn tạm
ở đây có bánh canh ghẹ rỉa sẵn thịt hoặc ghẹ nguyên con tô ghẹ nguyên con 50k tô siêu bự nhé có thêm chả bò và huyết ghẹ tươi chắc và ngọt thịt nước lèo đậm đà vừa miệng không gian rộng rãi thoáng mát vô cùng mình đi giữa tuần mà quán đông lắm nhân viên phục vụ nhanh nhẹn nhiệt tình gửi xe miễn phí lại để xe trong nhà nên càng yên tâm,"['FOOD#QUALITY', 'FOOD#PRICES', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'RESTAURANT#GENERAL', 'SERVICE#GENERAL', 'RESTAURANT#MISCELLANEOUS']","['positive', 'neutral', 'positive', 'positive', 'positive', 'positive', 'positive']",chất lượng đồ ăn tốt và giá tiền món ăn tạm và lựa chọn đồ ăn tốt và không gian tốt và nhà hàng nói chung tốt và phục vụ tốt và vấn đề khác tốt
ở đây có cả miến trộn và nước ăn miếng nào ra miếng đây luôn nhé mà giá còn rẻ nữa ai ăn no thì ăn xong một bát thì vẫn còn sức ăn thêm nửa bát nữa nhưng thôi giá rẻ thì cũng không nhiều lắm quán đối diện bên đường trường tiểu học chu văn an thụy khuê hà nội,"['FOOD#QUALITY', 'FOOD#PRICES', 'LOCATION#GENERAL']","['positive', 'positive', 'neutral']",chất lượng đồ ăn tốt và giá tiền món ăn tốt và địa chỉ tạm
ở đây có đủ loại bánh tráng như trộn cuốn chiên nướng bla bla món nào cũng ngon còn có thêm xiên que với nước sâm nữa giá thì rẻ thôi rồi mình kêu hết 4 loại bánh tráng thêm chén phá lấu nữa mà có 95k thôi mấy bữa đang viêm màng túi tới đây ăn là nhứt tốt,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'DRINKS#STYLE&OPTIONS', 'FOOD#PRICES', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive']",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt và lựa chọn đồ uống tốt và giá tiền món ăn tốt và nhà hàng nói chung tốt
ở đây có đủ loại đồ ăn vặt nhưng cá nhân mình mê món này nước đường thơm ngọt thanh tàu hũ mịn trà đá của quán thơm vị thanh ai ghiền tàu hũ thì không thể bỏ qua vì giá cũng rất ok,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'DRINKS#QUALITY', 'RESTAURANT#GENERAL', 'FOOD#PRICES']","['positive', 'positive', 'positive', 'positive', 'positive']",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt và chất lượng đồ uống tốt và nhà hàng nói chung tốt và giá tiền món ăn tốt
ở đây có nhiều món lẩu nhưng đặc biệt nhất vẫn là món lẩu ếch trúc bạch này tàu hũ ky thơm và giòn ngập cả nửa nồi lẩu rồi nấm và lá cách tươi thơm cực kỳ luôn thịt ếch cũng tươi nữa nước lẩu được làm vừa miệng và không có bột ngọt nên ăn mình không bị mệt mỏi gì,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt
ở đây có nhiều quán lắm và đây là quán quen của mình đồ ăn lúc nào cũng nhiều không sợ hết món giá cả ok hợp lý mặc dù quán rất đông nhưng tới là có người dắt xe đưa menu gọi món ra cũng nhanh hết đát xin có liền 2 người tầm 300k nên gọi mấy món mì nữa ăn cho no nha,"['RESTAURANT#GENERAL', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#PRICES', 'SERVICE#GENERAL']","['positive', 'positive', 'positive', 'positive']",nhà hàng nói chung tốt và lựa chọn đồ ăn tốt và giá cả nhà hàng tốt và phục vụ tốt
ở đây có thể tự lựa chọn các loại sợi mì kết hợp với loại rau củ và thịt mình gọi udon cải thìa cua sốt mỹ bò 59k sợi udon dai vừa ăn nhưng mà cua không được tươi lắm lại hơi lạt nhưng rau cải được cái tươi xanh nhân viên phục vụ tốt wifi chậm quá vô không được gì hết trơn hết trội khoảng cách giữa các bàn có hơi hẹp khách không đông thì ok chứ đông chắc hơi bị chật í trang trí quán bình thường nhưng được cái là màu xanh lá cây mát mắt,"['FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'FOOD#QUALITY', 'SERVICE#GENERAL', 'RESTAURANT#MISCELLANEOUS', 'AMBIENCE#GENERAL']","['positive', 'neutral', 'neutral', 'positive', 'negative', 'neutral']",lựa chọn đồ ăn tốt và giá tiền món ăn tạm và chất lượng đồ ăn tạm và phục vụ tốt và vấn đề khác tệ và không gian tạm
ở đây có vẻ ngon hơn ở ngã 4 hàg bồ thịt gà chắc hơn,['FOOD#QUALITY'],['positive'],chất lượng đồ ăn tốt
ở đây còn một món rất độc mà mình đoán không phải chỗ nào và thời điểm nào cũng có đó là thịt vụn không phải vụn theo dạng bằm nhuyễn ra vụn ở đây là những tảng thịt rơi ra từ những cục giò sườn thường là những phần thịt săn chắc nặng nhất để ăn được món này rất khó mà cô bán hàg lại ra chiều khó chịu khi khách hỏi có thịt vụn hay không có lần mình đến sớm từ khi quán mới mở thì cô bảo là sớm quá thịt chưa rơi ra lấy đâu mà bán có hôm mình tới trễ thì nói là tới giờ này thì còn thịt đâu mà bán nói chung để ăn được đồ ăn ngon là một cuộc chiến dai dẳng và cần nhiều may mắn,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'SERVICE#GENERAL']","['positive', 'positive', 'negative']",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt và phục vụ tệ
ở đây cũng giống như hoàng tử vậy đó món này là chủ đạo thịt heo 2 đầu da miếng nào cũng to phải xé ra ăn mới hết chứ 1 miếng to quá ăn 1 lần cũng hơi phí dùng bánh tráng phơi sương nên không cần nhúng nước đồ chua giòn dĩa rau siêu to đủ loại có cả lá rừng luôn 2 người tầm 150k là no nguyên phong dai,"['FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'neutral']",lựa chọn đồ ăn tốt và giá tiền món ăn tạm
ở đây để nguyên cục phô mai nên phải nói là béo cực kỳ luôn miếng bò khá to không dầy lắm và mềm cắt thịt rất dễ nước sốt vừa miệng rồi nên đừng thêm nước tương mặn lắm hành tây cho hơi ít ăn không đã lắm 2 người hết tầm 100k khuyên long vũ,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt và giá tiền món ăn tạm
ở đây đồ ăn ngon giá hơn mắc nhưng đồ ăn chất lượng với toàn đồ tươi nên cũng đáng tiền bạn nào có dịp thì ghé ăn thử ạ,"['FOOD#QUALITY', 'FOOD#PRICES', 'RESTAURANT#GENERAL']","['positive', 'neutral', 'positive']",chất lượng đồ ăn tốt và giá tiền món ăn tạm và nhà hàng nói chung tốt
ở đây đồ ăn vừa ngon vừa rẻ không gian bao rộng rãi thoáng mát luôn đặc biệt có anh chủ cực tốt thích chụp ảnh nói chuyện đúng gu là hơi bị đã,"['FOOD#QUALITY', 'FOOD#PRICES', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL']","['positive', 'positive', 'positive', 'positive']",chất lượng đồ ăn tốt và giá tiền món ăn tốt và không gian tốt và phục vụ tốt
ở đây đủ các món trộn miến bún phở trộn ngan gà cá bò luôn ạ bún miến nước cũng có đồng giá 20k có cả xôi và cháo nữa nha đồ ăn ngon đầy đặn giá sv mình không nhớ rõ địa chỉ như nào nhưng rất dễ tìm ạ nó ở trong ngõ nằm ngay bên cạnh trường đh thủ đô các bạn nhớ rõ là không phải quán trong nhà mà quán vỉa hè ngõ ý nha cực dễ tìm luôn,"['FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'FOOD#QUALITY', 'LOCATION#GENERAL']","['positive', 'positive', 'positive', 'positive']",lựa chọn đồ ăn tốt và giá tiền món ăn tốt và chất lượng đồ ăn tốt và địa chỉ tốt
ở đây đúng nghĩa chất lượng con nào con nấy to sụ mà lại rất ngọt kiểu đồ biển luôn giá cả thì cũng tạm chấp nhận được hào né 68k phần 6 con hào trứng bánh mì phần ăn được dọn ra lúc còn nóng xèo xèo phần nước sốt thì ngào ngạt mùi chấm bánh mì ăn chung là mê luôn ăn xong luôn rồi cứ ngẩn ngơ vì không biết nước sốt họ đã làm như thế nào gồm nguyên liệu gì luôn í òn ngọt mằn mặn cay cay,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và giá tiền món ăn tạm
ở đây ghiền nhất là gỏi trộn thấm cực kì ngon nước mắm gừng pha mặn mặn ngọt ngọt ớt cay cay chấm vịt ăn siêu đã thịt vịt ở đây siêu ngon chắc và dai vừa phải không nhiều mỡ như 1 số chỗ một phần cũng nhiều lắm còn cháo vừa miệng nấu nhừ và nóng hổi ai thích lòng nhớ gọi 1 dĩa nhỏ khá ngon đó ăn phần 2 người thì tốn tầm 180 200k ăn mệt nghỉ không hết luôn con trai ăn mới nổi,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và giá tiền món ăn tạm
ở đây hải sản tươi con nào cũng bự hết nha món hàu nướng phô mai thấy nhiều người gọi nên mình cũng gọi theo món này khá béo phô mai cho nhiều áo hết con hàu luôn ngoài ra mấy món ốc hay tôm nướng cũng ngon giá khá cao 2 người tầm 400k nha không tham lam,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'negative']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và giá tiền món ăn tệ
ở đây không gian thoáng mát mặc dù hơi nhỏ nhưng vẫn không quá nóng như đi ăn mấy quán phở khác trong không gian quán có trang trí nguồn gốc xuất xứ của các nguyên liệu luôn đó giờ chưa thấy ở quán nào nên mình thấy an tâm cực,"['AMBIENCE#GENERAL', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#MISCELLANEOUS']","['positive', 'positive', 'positive']",không gian tốt và lựa chọn đồ ăn tốt và vấn đề khác tốt
ở đây không xài mì trứng loại ăn hủ tiếu mì mà xài mì trứng loại mì vắt bán ở mấy cửa hàg tạp hóa thì phải mà mình thì thích ăn loại mì kia hơn mì này hổng đúng gốc mì người hoa gì hết còn tẻ t,['FOOD#STYLE&OPTIONS'],['negative'],lựa chọn đồ ăn tệ
ở đây là nguyên 1 con hẻm ốc không luôn gửi xe hơi khó khăn đường khá là dơ ốc thì mình lại bốc chọn con sau đó có người tới hỏi làm gì rồi mang ra ốc hên xui bị cái đồ ăn khá nguội hơi bị chán làm khá ẩu thất vọng 2 người tầm 200k chán òm nhóc lãng tử,"['RESTAURANT#MISCELLANEOUS', 'LOCATION#GENERAL', 'FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES']","['negative', 'negative', 'negative', 'negative', 'neutral']",vấn đề khác tệ và địa chỉ tệ và lựa chọn đồ ăn tệ và chất lượng đồ ăn tệ và giá tiền món ăn tạm
ở đây ngoài bún đậu mắm tôm thì lẩu cũng rất là ngon nha mình gọi 1 phần lẩu 3 4 người mang ra cực kỳ hoành tráng món ăn sắp đầy mẹt thấy hào hứng quá xá mẹt đem ra mê nhất là gân với lá sách rồi tới bắp bò bò viên không kiểu như ngoài chợ 2 người tầm 150k là ứ hự,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt và giá tiền món ăn tạm
ở đây ngoài bún thịt nướng ra còn nhiều món khác ăn cũng rất ngon 1 tô bún nước lèo trong vắt vậy mà không nhạt nhẽo rất ngọt và thơm vừa miệng lắm chả miếng nào miếng náy to 1 tô được tới 5 miếng luôn ngoài ra còn cơm tấm cũng ngon không kém 2 người tầm 120k nha,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt và giá tiền món ăn tạm
ở đây ngoài thịt nướng ra còn mấy món xào ăn là ghiền bếp này nấu chuẩn chế biến ngon chỉ là đậu hủ thôi mà xào lên thơm phức thêm nấm rơm ngọt giòn ăn với cơm là hết xảy luôn 2 người tầm 300k nha,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và giá tiền món ăn tạm
ở đây ngon mà cô chủ vô cùng tốt bụng nữa,"['FOOD#QUALITY', 'SERVICE#GENERAL']","['positive', 'positive']",chất lượng đồ ăn tốt và phục vụ tốt
